归因方式,cpsid,包体id,渠道,设备归因日期,设备激活数,账号注册数,角色创建数,f1,f3,f7,f15,f30,f60,f90,f180,累计付费金额,c1,c3,c7,c15,c30,c60,c90,c180,累计付费人数
TD,2130303,213,yc,2022/7/7,15,14,16,24,24,24,24,24,24,24,24,24,4,4,4,4,4,4,4,4,4
TD,2130302,213,yc,2022/7/7,7,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130301,213,yc,2022/7/7,4,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130220,213,yc,2022/7/7,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130218,213,yc,2022/7/7,7,4,3,78,78,78,78,78,78,78,78,78,2,2,2,2,2,2,2,2,2
TD,2130216,213,yc,2022/7/7,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130215,213,yc,2022/7/7,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130214,213,yc,2022/7/7,1,1,2,58,68,68,68,68,68,68,68,68,1,1,1,1,1,1,1,1,1
TD,2130213,213,yc,2022/7/7,5,4,4,30,30,30,30,30,30,30,30,30,1,1,1,1,1,1,1,1,1
TD,2130211,213,yc,2022/7/7,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130209,213,yc,2022/7/7,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130207,213,yc,2022/7/7,4,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2130205,213,yc,2022/7/7,1,4,6,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130204,213,yc,2022/7/7,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130151,213,yc,2022/7/7,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130020,213,yc,2022/7/7,2,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130016,213,yc,2022/7/7,8,7,7,132,132,132,132,132,132,132,132,132,2,2,2,2,2,2,2,2,2
TD,2120058,212,yc,2022/7/7,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TD,2120057,212,yc,2022/7/7,4,3,2,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1
TD,2120053,212,yc,2022/7/7,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120051,212,yc,2022/7/7,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120049,212,yc,2022/7/7,5,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120045,212,yc,2022/7/7,1,5,5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120044,212,yc,2022/7/7,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120007,212,yc,2022/7/7,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120006,212,yc,2022/7/7,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120005,212,yc,2022/7/7,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120003,212,yc,2022/7/7,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2120002,212,yc,2022/7/7,6,5,5,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1
TD,2120001,212,yc,2022/7/7,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2111000,211,yc,2022/7/7,18,14,28,257,367,16627,17275,17275,17275,17275,17275,17275,3,3,3,3,3,3,3,3,3
TD,2110345,211,yc,2022/7/7,1,1,1,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,1
TD,2110344,211,yc,2022/7/7,3,2,2,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2110337,211,yc,2022/7/7,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2110336,211,yc,2022/7/7,3,2,3,0,12,12,12,12,12,12,12,12,0,1,1,1,1,1,1,1,1
TD,2110333,211,yc,2022/7/7,2,2,4,0,6,6,6,6,6,6,6,6,0,1,1,1,1,1,1,1,1
TD,2110332,211,yc,2022/7/7,4,3,5,24,24,24,24,24,24,24,24,24,2,2,2,2,2,2,2,2,2
TD,2110321,211,yc,2022/7/7,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110319,211,yc,2022/7/7,4,2,5,6,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1,1
TD,2110318,211,yc,2022/7/7,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110317,211,yc,2022/7/7,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110316,211,yc,2022/7/7,10,5,6,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110315,211,yc,2022/7/7,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110314,211,yc,2022/7/7,6,5,7,31,31,31,31,31,31,31,31,31,2,2,2,2,2,2,2,2,2
TD,2110313,211,yc,2022/7/7,2,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110311,211,yc,2022/7/7,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110303,211,yc,2022/7/7,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110302,211,yc,2022/7/7,1,1,4,0,0,6,6,6,6,6,6,6,0,0,1,1,1,1,1,1,1
TD,2110086,211,yc,2022/7/7,4,3,4,30,30,30,30,30,30,30,30,30,1,1,1,1,1,1,1,1,1
TD,2110085,211,yc,2022/7/7,1,1,1,6,6,36,36,36,36,36,36,36,1,1,1,1,1,1,1,1,1
TD,2110008,211,yc,2022/7/7,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110006,211,yc,2022/7/7,1,11,7,30,30,30,30,30,30,30,30,30,1,1,1,1,1,1,1,1,1
TD,2110005,211,yc,2022/7/7,2,2,5,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2103202,210,yc,2022/7/7,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2103198,210,icn,2022/7/7,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2103197,210,yc,2022/7/7,3,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2103196,210,yc,2022/7/7,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2103195,210,yc,2022/7/7,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2103193,210,yc,2022/7/7,2,4,2,84,94,94,94,94,94,94,94,94,1,1,1,1,1,1,1,1,1
TD,2103192,210,yc,2022/7/7,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2103170,210,yc,2022/7/7,17,18,21,74,74,266,272,272,272,272,272,272,2,2,3,3,3,3,3,3,3
TD,2103169,210,yc,2022/7/7,21,17,20,24,24,264,264,264,264,264,264,264,4,4,5,5,5,5,5,5,5
TD,2103139,210,yc,2022/7/7,27,20,26,86,86,155,155,155,155,155,155,155,3,3,3,3,3,3,3,3,3
TD,2103094,210,yc,2022/7/7,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2103046,210,yc,2022/7/7,18,14,18,59,89,227,233,233,233,233,233,233,4,5,5,5,5,5,5,5,5
TD,2103028,210,yc,2022/7/7,1,1,1,30,102,102,102,102,102,102,102,102,1,1,1,1,1,1,1,1,1
TD,2103024,210,yc,2022/7/7,25,21,24,746,768,799,799,799,799,799,799,799,10,11,12,12,12,12,12,12,12
TD,2102670,210,yc,2022/7/7,2,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2102657,210,yc,2022/7/7,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2102091,210,yc,2022/7/7,4,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2102090,210,yc,2022/7/7,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2102084,210,yc,2022/7/7,23,15,17,422,912,1390,1390,1390,1390,1390,1390,1390,5,5,5,5,5,5,5,5,5
TD,2101999,210,yc,2022/7/7,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101995,210,yc,2022/7/7,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101994,210,yc,2022/7/7,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101992,210,yc,2022/7/7,5,5,6,164,194,394,394,394,394,394,394,394,3,3,3,3,3,3,3,3,3
TD,2101989,210,yc,2022/7/7,2,2,2,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2101985,210,yc,2022/7/7,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101980,210,yc,2022/7/7,20,16,19,12239,12655,22995,22995,22995,22995,22995,22995,22995,5,5,5,5,5,5,5,5,5
TD,2101976,210,yc,2022/7/7,3,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101975,210,yc,2022/7/7,5,5,11,31,31,170,170,170,170,170,170,170,2,2,2,2,2,2,2,2,2
TD,2101970,210,yc,2022/7/7,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101969,210,yc,2022/7/7,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101964,210,yc,2022/7/7,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101962,210,yc,2022/7/7,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101947,210,yc,2022/7/7,1,1,4,672,672,672,672,672,672,672,672,672,1,1,1,1,1,1,1,1,1
TD,2101929,210,yc,2022/7/7,2,2,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101928,210,yc,2022/7/7,1,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101926,210,yc,2022/7/7,3,3,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101924,210,yc,2022/7/7,1,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101920,210,yc,2022/7/7,7,5,6,68,68,68,68,68,68,68,68,68,1,1,1,1,1,1,1,1,1
TD,2101919,210,yc,2022/7/7,11,19,9,12,12,12,12,12,12,12,12,12,2,2,2,2,2,2,2,2,2
TD,2101918,210,yc,2022/7/7,1,1,1,66,66,126,126,126,126,126,126,126,1,1,1,1,1,1,1,1,1
TD,2101914,210,yc,2022/7/7,12,9,11,18,18,18,18,18,18,18,18,18,3,3,3,3,3,3,3,3,3
TD,2101913,210,yc,2022/7/7,6,4,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101912,210,yc,2022/7/7,1,1,2,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2101887,210,yc,2022/7/7,12,12,16,13,81,81,81,81,81,81,81,81,3,4,4,4,4,4,4,4,4
TD,2101885,210,yc,2022/7/7,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101884,210,yc,2022/7/7,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101882,210,yc,2022/7/7,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101881,210,yc,2022/7/7,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101745,210,yc,2022/7/7,16,14,16,42,42,42,42,42,42,42,42,42,3,3,3,3,3,3,3,3,3
TD,2101744,210,yc,2022/7/7,4,2,7,0,0,74,74,74,74,74,74,74,0,0,1,1,1,1,1,1,1
TD,2101743,210,yc,2022/7/7,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101742,210,yc,2022/7/7,4,4,3,12,42,42,42,42,42,42,42,42,1,1,1,1,1,1,1,1,1
TD,11840001,1184,icn,2022/7/7,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,9010004,901,icn,2022/7/8,3,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,9010003,901,icn,2022/7/8,1,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,9010001,901,icn,2022/7/8,35,39,50,1941,2927,4733,4764,4795,4795,4795,4795,4795,13,13,15,16,16,16,16,16,16
TD,8721000,872,icn,2022/7/8,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,8610253,861,icn,2022/7/8,1,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,8610251,861,icn,2022/7/8,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,61249045,6124,yc,2022/7/8,4,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6124,6124,yc,2022/7/8,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,61239043,6123,yc,2022/7/8,11,11,11,12,12,12,12,12,12,12,12,12,2,2,2,2,2,2,2,2,2
TD,61169021,6116,yc,2022/7/8,82,68,71,65,65,128,128,128,128,128,128,128,43,43,43,43,43,43,43,43,43
ORIG,6116,6116,yc,2022/7/8,3,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6115,6115,yc,2022/7/8,134,143,147,76,76,76,76,76,76,76,76,76,9,9,9,9,9,9,9,9,9
ORIG,6113,6113,yc,2022/7/8,11,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ORIG,6112,6112,yc,2022/7/8,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6111,6111,yc,2022/7/8,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6091,6091,yc,2022/7/8,6,5,5,30,30,30,30,30,30,30,30,30,1,1,1,1,1,1,1,1,1
ORIG,6090,6090,yc,2022/7/8,6,4,5,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
ORIG,6080,6080,yc,2022/7/8,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6079,6079,yc,2022/7/8,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6076,6076,yc,2022/7/8,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6075,6075,yc,2022/7/8,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6073,6073,yc,2022/7/8,1,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6071,6071,yc,2022/7/8,4,4,5,0,6,6,6,6,6,6,6,6,0,1,1,1,1,1,1,1,1
ORIG,6050,6050,yc,2022/7/8,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6049,6049,yc,2022/7/8,3,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6048,6048,yc,2022/7/8,5,2,2,102,102,102,102,102,102,102,102,102,2,2,2,2,2,2,2,2,2
ORIG,6046,6046,yc,2022/7/8,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6045,6045,yc,2022/7/8,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6042,6042,yc,2022/7/8,25,22,23,24,24,24,24,24,24,24,24,24,4,4,4,4,4,4,4,4,4
ORIG,6041,6041,yc,2022/7/8,3,3,3,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
ORIG,6007,6007,yc,2022/7/8,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
ORIG,6006,6006,yc,2022/7/8,4,3,3,7,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2
ORIG,6003,6003,yc,2022/7/8,5,5,6,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2
ORIG,6002,6002,yc,2022/7/8,2,2,2,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
ORIG,5998,5998,yc,2022/7/8,3,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5996,5996,yc,2022/7/8,9,6,7,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5990,5990,yc,2022/7/8,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5985,5985,yc,2022/7/8,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5983,5983,yc,2022/7/8,7,5,5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5981,5981,yc,2022/7/8,13,13,11,12,42,42,42,42,42,42,42,42,2,3,3,3,3,3,3,3,3
ORIG,5856,5856,yc,2022/7/8,105,61,54,92,113,381,381,381,381,381,381,381,4,4,4,4,4,4,4,4,4
ORIG,5801,5801,yc,2022/7/8,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5799,5799,yc,2022/7/8,3,1,1,12,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1,1
ORIG,5796,5796,yc,2022/7/8,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5784,5784,yc,2022/7/8,5,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5759,5759,yc,2022/7/8,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5753,5753,yc,2022/7/8,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5721,5721,yc,2022/7/8,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5711,5711,yc,2022/7/8,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5699,5699,yc,2022/7/8,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5590,5590,yc,2022/7/8,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ORIG,5569,5569,yc,2022/7/8,3,1,1,30,60,61,61,61,61,61,61,61,1,1,1,1,1,1,1,1,1
ORIG,5545,5545,yc,2022/7/8,2,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5518,5518,yc,2022/7/8,30,64,68,3318,3816,3966,3966,3966,3966,3966,3966,3966,2,2,2,2,2,2,2,2,2
ORIG,5512,5512,yc,2022/7/8,11,14,15,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
ORIG,5510,5510,yc,2022/7/8,11,15,17,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ORIG,5505,5505,yc,2022/7/8,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5503,5503,yc,2022/7/8,1,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5501,5501,yc,2022/7/8,9,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5489,5489,yc,2022/7/8,32,17,21,0,0,188,188,188,188,188,188,188,0,0,1,1,1,1,1,1,1
ORIG,5488,5488,yc,2022/7/8,12,4,10,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5486,5486,yc,2022/7/8,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5485,5485,yc,2022/7/8,147,391,835,549,549,565,565,565,565,565,565,565,8,8,9,9,9,9,9,9,9
ORIG,5466,5466,yc,2022/7/8,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5114,5114,yc,2022/7/8,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5075,5075,yc,2022/7/8,37,26,29,24,24,24,24,24,24,24,24,24,4,4,4,4,4,4,4,4,4
ORIG,5020,5020,yc,2022/7/8,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,4951,4951,yc,2022/7/8,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,4940,4940,yc,2022/7/8,41,21,29,72,212,329,329,329,329,329,329,329,9,9,10,10,10,10,10,10,10
ORIG,4916,4916,yc,2022/7/8,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,4914,4914,yc,2022/7/8,3,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,4913,4913,yc,2022/7/8,117,73,101,365,403,3335,3335,3335,3335,3335,3335,3335,12,12,14,14,14,14,14,14,14
TD,2570001,257,icn,2022/7/8,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160217,216,yc,2022/7/8,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2160216,216,yc,2022/7/8,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160215,216,yc,2022/7/8,1,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160212,216,yc,2022/7/8,7,15,8,357,417,483,483,483,483,483,483,483,2,2,2,2,2,2,2,2,2
TD,2160210,216,yc,2022/7/8,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160209,216,yc,2022/7/8,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TD,2160208,216,yc,2022/7/8,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160206,216,yc,2022/7/8,1,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160205,216,yc,2022/7/8,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160112,216,yc,2022/7/8,2,2,1,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1
TD,2160110,216,yc,2022/7/8,8,7,12,884,884,1118,1118,1118,1118,1118,1118,1118,2,2,2,2,2,2,2,2,2
TD,2130499,213,yc,2022/7/8,1,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130495,213,yc,2022/7/8,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130491,213,yc,2022/7/8,4,3,3,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2130490,213,yc,2022/7/8,7,3,3,6,110,110,110,110,110,110,110,110,1,2,2,2,2,2,2,2,2
TD,2130489,213,yc,2022/7/8,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130486,213,yc,2022/7/8,2,2,4,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
TD,2130485,213,yc,2022/7/8,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130484,213,yc,2022/7/8,4,3,3,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2130483,213,yc,2022/7/8,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130480,213,yc,2022/7/8,5,4,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130474,213,yc,2022/7/8,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130472,213,yc,2022/7/8,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130465,213,yc,2022/7/8,3,2,1,68,68,68,68,68,68,68,68,68,1,1,1,1,1,1,1,1,1
TD,2130464,213,yc,2022/7/8,3,3,3,68,68,68,68,68,68,68,68,68,1,1,1,1,1,1,1,1,1
TD,2130463,213,yc,2022/7/8,3,3,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130462,213,yc,2022/7/8,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130386,213,yc,2022/7/8,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130381,213,yc,2022/7/8,2,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130350,213,yc,2022/7/8,1,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130344,213,yc,2022/7/8,4,5,9,0,0,108,1013,1019,1020,1020,1020,1020,0,0,1,2,2,2,2,2,2
TD,2130340,213,yc,2022/7/8,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130339,213,yc,2022/7/8,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130337,213,yc,2022/7/8,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130336,213,yc,2022/7/8,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130335,213,yc,2022/7/8,3,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130333,213,yc,2022/7/8,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130323,213,yc,2022/7/8,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130322,213,yc,2022/7/8,3,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130321,213,yc,2022/7/8,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130316,213,yc,2022/7/8,1,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130315,213,yc,2022/7/8,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130313,213,yc,2022/7/8,3,3,3,230,260,358,358,358,358,358,358,358,2,2,2,2,2,2,2,2,2
TD,2130308,213,yc,2022/7/8,1,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130303,213,yc,2022/7/8,9,7,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2130218,213,yc,2022/7/8,18,17,19,60,60,60,60,60,60,60,60,60,5,5,5,5,5,5,5,5,5
TD,2130205,213,yc,2022/7/8,1,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
