归因方式,cpsid,包体id,渠道,设备归因日期,设备激活数,账号注册数,角色创建数,f1,f3,f7,f15,f30,f60,f90,f180,累计付费金额,c1,c3,c7,c15,c30,c60,c90,c180,累计付费人数,次留,三留,七留,月留
TD,2102000,210,yc,2022-07-22,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2101994,210,yc,2022-07-22,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2101988,210,yc,2022-07-22,3,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2101986,210,yc,2022-07-22,7,7,7,12,24,24,24,-,-,-,-,24,2,2,2,2,-,-,-,-,2,2,1,0,-
TD,2101976,210,yc,2022-07-22,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2101974,210,yc,2022-07-22,2,1,4,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2101971,210,yc,2022-07-22,2,1,2,6,200,200,200,-,-,-,-,200,1,1,1,1,-,-,-,-,1,1,1,0,-
TD,2101967,210,yc,2022-07-22,1,1,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2101929,210,yc,2022-07-22,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2101924,210,yc,2022-07-22,1,1,1,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,0,0,0,-
TD,2101923,210,yc,2022-07-22,2,2,1,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,0,1,0,-
TD,2101916,210,yc,2022-07-22,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2101744,210,yc,2022-07-22,2,1,1,98,158,158,316,-,-,-,-,316,1,1,1,1,-,-,-,-,1,0,1,0,-
TD,2101743,210,yc,2022-07-22,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2101742,210,yc,2022-07-22,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2101741,210,yc,2022-07-22,6,6,6,1,37,37,37,-,-,-,-,37,1,2,2,2,-,-,-,-,2,3,2,0,-
TD,2101674,210,yc,2022-07-22,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2101673,210,yc,2022-07-22,3,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2101671,210,yc,2022-07-22,45,48,62,779,797,907,1392,-,-,-,-,1422,23,24,26,27,-,-,-,-,27,23,6,3,-
ORIG,2101019,2101019,yc,2022-07-22,61,31,44,243,384,475,695,-,-,-,-,695,6,6,7,8,-,-,-,-,8,9,7,3,-
ORIG,2101017,2101017,yc,2022-07-22,12,11,11,6,12,12,12,-,-,-,-,12,1,2,2,2,-,-,-,-,2,2,1,0,-
ORIG,0,0,yc,2022-07-22,5,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,0,0,icn,2022-07-22,134,107,111,638,944,2368,3452,-,-,-,-,4636,12,16,20,21,-,-,-,-,21,40,29,13,-
TD,9109001,910,icn,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,9107006,910,icn,2022-07-23,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,9106010,910,icn,2022-07-23,2,2,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,9106008,910,icn,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,1,-
TD,9104001,910,icn,2022-07-23,2,3,4,6,6,36,45,-,-,-,-,201,1,1,1,1,-,-,-,-,1,1,2,1,-
TD,9103004,910,icn,2022-07-23,1,1,3,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,9103003,910,icn,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
TD,9102010,910,icn,2022-07-23,2,2,1,6,164,194,262,-,-,-,-,262,1,1,1,1,-,-,-,-,1,1,1,1,-
TD,9102009,910,icn,2022-07-23,1,1,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
TD,9102008,910,icn,2022-07-23,2,1,1,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,1,0,0,-
TD,9102007,910,icn,2022-07-23,1,1,0,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,9100008,910,icn,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,9100005,910,icn,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,9100004,910,icn,2022-07-23,2,2,3,98,188,224,443,-,-,-,-,469,1,1,1,1,-,-,-,-,1,1,1,1,-
TD,9100002,910,icn,2022-07-23,2,2,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
TD,9010004,901,icn,2022-07-23,14,12,17,72,236,237,237,-,-,-,-,237,2,3,4,4,-,-,-,-,4,7,5,3,-
TD,9010003,901,icn,2022-07-23,3,3,3,30,72,242,252,-,-,-,-,252,1,1,1,1,-,-,-,-,1,1,1,1,-
TD,9010001,901,icn,2022-07-23,27,24,23,120,196,1236,3214,-,-,-,-,3602,3,3,3,3,-,-,-,-,3,7,6,1,-
TD,8740049,874,icn,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
TD,8740048,874,icn,2022-07-23,2,2,2,6,75,75,105,-,-,-,-,105,1,1,1,1,-,-,-,-,1,1,1,1,-
TD,8740042,874,icn,2022-07-23,1,1,0,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,8740039,874,icn,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,8740038,874,icn,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
TD,8740034,874,icn,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,8721057,872,icn,2022-07-23,16,13,18,6,6,12,90,-,-,-,-,107,1,1,2,2,-,-,-,-,2,7,4,1,-
TD,8721056,872,icn,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,8710910,871,icn,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,8710909,871,icn,2022-07-23,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,8710902,871,icn,2022-07-23,1,1,0,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
TD,8710901,871,icn,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,8710809,871,icn,2022-07-23,1,1,1,128,158,158,188,-,-,-,-,188,1,1,1,1,-,-,-,-,1,1,1,1,-
TD,8710807,871,icn,2022-07-23,11,10,13,31,37,37,37,-,-,-,-,37,2,3,3,3,-,-,-,-,3,4,4,0,-
TD,8710804,871,icn,2022-07-23,3,3,4,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
TD,8710803,871,icn,2022-07-23,2,2,5,6,6,12,14,-,-,-,-,14,1,1,2,2,-,-,-,-,2,2,0,1,-
TD,8710801,871,icn,2022-07-23,1,1,1,30,30,30,30,-,-,-,-,30,1,1,1,1,-,-,-,-,1,1,0,0,-
TD,8710105,871,icn,2022-07-23,1,1,1,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,0,0,0,-
TD,8710104,871,icn,2022-07-23,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,8710101,871,icn,2022-07-23,1,1,0,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
TD,8610029,861,icn,2022-07-23,4,3,3,6,30,60,84,-,-,-,-,90,1,2,2,2,-,-,-,-,2,1,1,1,-
TD,8610028,861,icn,2022-07-23,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,8610024,861,icn,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
TD,8610023,861,icn,2022-07-23,3,3,3,12,30,54,72,-,-,-,-,72,2,2,2,2,-,-,-,-,2,1,1,1,-
TD,8610021,861,icn,2022-07-23,2,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,8010013,801,icn,2022-07-23,1,1,1,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,1,1,0,-
TD,8010011,801,icn,2022-07-23,3,3,3,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,0,1,0,-
TD,8010004,801,icn,2022-07-23,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,8010002,801,icn,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,7213005,721,icn,2022-07-23,5,5,10,6,36,36,36,-,-,-,-,36,1,1,1,1,-,-,-,-,1,4,2,1,-
TD,7213003,721,icn,2022-07-23,7,6,7,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,1,0,-
TD,7210020,721,icn,2022-07-23,6,5,7,6,12,1012,1078,-,-,-,-,1078,1,2,3,3,-,-,-,-,3,3,1,0,-
TD,7210019,721,icn,2022-07-23,1,1,1,0,6,6,6,-,-,-,-,6,0,1,1,1,-,-,-,-,1,1,0,0,-
TD,7210018,721,icn,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,7210017,721,icn,2022-07-23,3,3,2,7,37,79,147,-,-,-,-,147,1,1,1,1,-,-,-,-,1,3,2,1,-
TD,7210014,721,icn,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,7210013,721,icn,2022-07-23,9,9,10,134,520,520,520,-,-,-,-,520,2,2,2,2,-,-,-,-,2,4,0,0,-
TD,7210004,721,icn,2022-07-23,6,5,5,30,30,30,30,-,-,-,-,30,1,1,1,1,-,-,-,-,1,0,0,0,-
TD,7210003,721,icn,2022-07-23,12,11,23,18,18,24,24,-,-,-,-,24,3,3,3,3,-,-,-,-,3,5,0,1,-
ORIG,6231,6231,yc,2022-07-23,2,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,6227002,622,yc,2022-07-23,3,3,3,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,6227001,622,yc,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,6226009,622,yc,2022-07-23,4,2,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
TD,6226003,622,yc,2022-07-23,3,3,4,6,108,246,246,-,-,-,-,246,1,1,1,1,-,-,-,-,1,1,1,1,-
TD,6226001,622,yc,2022-07-23,3,3,3,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,1,0,-
ORIG,6204,6204,yc,2022-07-23,4,4,6,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,2,1,0,-
ORIG,6188,6188,yc,2022-07-23,2,2,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,1,0,-
ORIG,6187,6187,yc,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
ORIG,6186,6186,yc,2022-07-23,7,5,10,6,12,12,12,-,-,-,-,12,1,2,2,2,-,-,-,-,2,5,2,1,-
ORIG,6136,6136,yc,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
ORIG,6113,6113,yc,2022-07-23,11,4,5,1,1,1,1,-,-,-,-,1,1,1,1,1,-,-,-,-,1,2,1,0,-
ORIG,6054,6054,yc,2022-07-23,2,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,6049,6049,yc,2022-07-23,3,2,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
ORIG,6047,6047,yc,2022-07-23,6,5,5,202,292,292,292,-,-,-,-,292,1,2,2,2,-,-,-,-,2,3,3,1,-
ORIG,6045,6045,yc,2022-07-23,6,5,5,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,3,2,1,-
ORIG,6044,6044,yc,2022-07-23,3,1,3,0,0,104,104,-,-,-,-,104,0,0,1,1,-,-,-,-,1,0,1,0,-
ORIG,6043,6043,yc,2022-07-23,2,1,3,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,1,1,-
ORIG,6042,6042,yc,2022-07-23,34,27,39,156,316,341,641,-,-,-,-,651,4,5,5,6,-,-,-,-,6,13,7,2,-
ORIG,6041,6041,yc,2022-07-23,7,4,5,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,2,1,1,-
ORIG,6009,6009,yc,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
ORIG,6006,6006,yc,2022-07-23,4,2,6,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,1,1,-
ORIG,6004,6004,yc,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
ORIG,6001,6001,yc,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,1,0,-
ORIG,5999,5999,yc,2022-07-23,2,2,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,1,1,-
ORIG,5998,5998,yc,2022-07-23,3,3,5,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,1,0,-
ORIG,5990,5990,yc,2022-07-23,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5988,5988,yc,2022-07-23,2,2,4,0,0,0,6,-,-,-,-,6,0,0,0,1,-,-,-,-,1,1,0,0,-
ORIG,5987,5987,yc,2022-07-23,9,5,6,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,2,0,0,-
ORIG,5986,5986,yc,2022-07-23,3,3,3,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
ORIG,5985,5985,yc,2022-07-23,4,2,3,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
ORIG,5984,5984,yc,2022-07-23,1,1,0,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
ORIG,5983,5983,yc,2022-07-23,20,13,13,66,66,66,66,-,-,-,-,66,2,2,2,2,-,-,-,-,2,2,0,0,-
ORIG,5982,5982,yc,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
ORIG,5981,5981,yc,2022-07-23,14,11,18,25,85,91,91,-,-,-,-,97,4,4,4,4,-,-,-,-,4,4,3,2,-
ORIG,5869,5869,yc,2022-07-23,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5856,5856,yc,2022-07-23,84,80,90,3,4,34,34,-,-,-,-,64,3,3,4,4,-,-,-,-,6,25,23,12,-
ORIG,5809,5809,yc,2022-07-23,1,1,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,1,-
ORIG,5807,5807,yc,2022-07-23,3,1,1,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,0,0,0,-
ORIG,5806,5806,yc,2022-07-23,1,1,2,1,1,169,169,-,-,-,-,169,1,1,1,1,-,-,-,-,1,1,1,0,-
ORIG,5799,5799,yc,2022-07-23,1,2,0,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
ORIG,5791,5791,yc,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,1,-
ORIG,5784,5784,yc,2022-07-23,11,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5762,5762,yc,2022-07-23,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5680,5680,yc,2022-07-23,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,5671051,567,yc,2022-07-23,1,1,2,1,1,2,2,-,-,-,-,2,1,1,1,1,-,-,-,-,1,0,0,1,-
TD,5671047,567,yc,2022-07-23,3,2,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,5671046,567,yc,2022-07-23,2,2,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
TD,5671038,567,yc,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
TD,5671035,567,yc,2022-07-23,4,4,5,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
TD,5671032,567,yc,2022-07-23,2,1,3,7,81,209,209,-,-,-,-,209,1,1,1,1,-,-,-,-,1,1,1,1,-
TD,5671031,567,yc,2022-07-23,4,3,3,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,1,0,-
TD,5671010,567,yc,2022-07-23,2,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,5671002,567,yc,2022-07-23,1,1,1,134,206,588,752,-,-,-,-,752,1,1,1,1,-,-,-,-,1,1,1,1,-
ORIG,5569,5569,yc,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,1,1,-
ORIG,5550,5550,yc,2022-07-23,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5518,5518,yc,2022-07-23,12,14,16,2,2,2,2,-,-,-,-,3,2,2,2,2,-,-,-,-,3,8,4,4,-
ORIG,5513,5513,yc,2022-07-23,5,2,4,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,2,2,-
ORIG,5512,5512,yc,2022-07-23,34,50,49,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,14,21,15,-
ORIG,5510,5510,yc,2022-07-23,8,13,22,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,13,3,1,-
ORIG,5503,5503,yc,2022-07-23,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5501,5501,yc,2022-07-23,4,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
ORIG,5491,5491,yc,2022-07-23,2,1,3,0,30,60,60,-,-,-,-,61,0,1,1,1,-,-,-,-,1,0,1,1,-
ORIG,5489,5489,yc,2022-07-23,21,25,67,36,271,502,725,-,-,-,-,725,2,3,3,5,-,-,-,-,5,12,9,3,-
ORIG,5488,5488,yc,2022-07-23,12,11,28,6,231,486,734,-,-,-,-,1222,1,3,4,5,-,-,-,-,5,6,5,6,-
ORIG,5485,5485,yc,2022-07-23,109,529,1144,12,12,12,12,-,-,-,-,12,2,2,2,2,-,-,-,-,2,418,5,0,-
ORIG,5469,5469,yc,2022-07-23,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5227,5227,yc,2022-07-23,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5075,5075,yc,2022-07-23,30,21,20,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,2,0,0,-
ORIG,5003,5003,yc,2022-07-23,1,1,0,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
ORIG,4951,4951,yc,2022-07-23,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,4947,4947,yc,2022-07-23,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,4940,4940,yc,2022-07-23,46,34,42,77,87,117,117,-,-,-,-,117,4,4,5,5,-,-,-,-,5,13,15,3,-
ORIG,4914,4914,yc,2022-07-23,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,4913,4913,yc,2022-07-23,59,45,44,15,15,15,15,-,-,-,-,15,5,5,5,5,-,-,-,-,5,21,5,3,-
TD,2570046,257,icn,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2160217,216,yc,2022-07-23,4,2,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2160214,216,yc,2022-07-23,5,7,5,6,96,96,96,-,-,-,-,96,1,4,4,4,-,-,-,-,4,4,4,3,-
TD,2160213,216,yc,2022-07-23,11,5,5,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
TD,2160212,216,yc,2022-07-23,2,2,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2160211,216,yc,2022-07-23,2,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2160210,216,yc,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2160209,216,yc,2022-07-23,6,3,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2160207,216,yc,2022-07-23,2,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2160206,216,yc,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2160205,216,yc,2022-07-23,2,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2160204,216,yc,2022-07-23,6,1,2,0,0,0,6,-,-,-,-,6,0,0,0,1,-,-,-,-,1,0,0,0,-
TD,2160203,216,yc,2022-07-23,1,1,1,36,36,36,36,-,-,-,-,36,1,1,1,1,-,-,-,-,1,1,1,0,-
TD,2160202,216,yc,2022-07-23,6,2,6,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,1,-
TD,2160201,216,yc,2022-07-23,1,1,3,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,0,0,1,-
ORIG,2160000,2160000,yc,2022-07-23,4,2,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2130330,213,yc,2022-07-23,2,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2130328,213,yc,2022-07-23,5,4,4,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2130327,213,yc,2022-07-23,6,6,12,0,159,166,339,-,-,-,-,424,0,2,3,3,-,-,-,-,3,4,3,3,-
TD,2130204,213,yc,2022-07-23,5,2,2,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,0,1,0,-
TD,2130090,213,yc,2022-07-23,5,4,6,12,12,13,145,-,-,-,-,145,2,2,2,2,-,-,-,-,2,3,1,1,-
TD,2130089,213,yc,2022-07-23,1,1,1,6,6,10,10,-,-,-,-,10,1,1,1,1,-,-,-,-,1,1,1,0,-
TD,2130085,213,yc,2022-07-23,3,2,1,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,1,0,0,-
TD,2130084,213,yc,2022-07-23,7,5,6,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,1,0,0,-
TD,2130083,213,yc,2022-07-23,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2130082,213,yc,2022-07-23,7,6,12,8,8,549,591,-,-,-,-,591,2,2,4,4,-,-,-,-,4,4,4,2,-
TD,2130081,213,yc,2022-07-23,13,11,16,42,452,488,524,-,-,-,-,967,3,4,4,4,-,-,-,-,4,5,5,3,-
ORIG,2130000,2130000,yc,2022-07-23,5,3,3,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,1,0,-
TD,2120056,212,yc,2022-07-23,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2120055,212,yc,2022-07-23,10,5,6,18,18,24,24,-,-,-,-,24,3,3,3,3,-,-,-,-,3,1,1,0,-
TD,2120054,212,yc,2022-07-23,3,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2120053,212,yc,2022-07-23,4,3,4,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,0,0,0,-
TD,2120051,212,yc,2022-07-23,7,4,5,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,1,0,-
ORIG,2120000,2120000,yc,2022-07-23,5,6,4,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
TD,2111000,211,yc,2022-07-23,25,19,23,42,52,52,58,-,-,-,-,58,7,7,7,8,-,-,-,-,8,8,4,1,-
TD,2110339,211,yc,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2110335,211,yc,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
TD,2110334,211,yc,2022-07-23,2,2,5,0,1,317,323,-,-,-,-,323,0,1,2,2,-,-,-,-,2,2,1,1,-
TD,2110332,211,yc,2022-07-23,1,1,1,0,30,30,30,-,-,-,-,30,0,1,1,1,-,-,-,-,1,1,1,1,-
TD,2110331,211,yc,2022-07-23,5,6,12,0,764,1128,1128,-,-,-,-,1128,0,1,2,2,-,-,-,-,2,2,1,2,-
TD,2110329,211,yc,2022-07-23,9,6,5,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,2,0,0,-
TD,2110326,211,yc,2022-07-23,10,6,7,6,340,340,340,-,-,-,-,340,1,2,2,2,-,-,-,-,2,2,2,3,-
TD,2110324,211,yc,2022-07-23,3,2,2,30,128,128,128,-,-,-,-,128,1,1,1,1,-,-,-,-,1,1,0,0,-
TD,2110323,211,yc,2022-07-23,1,1,5,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,1,1,-
TD,2110322,211,yc,2022-07-23,22,18,20,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,5,2,2,-
